,BDI,CPI,EFFR,IPI,Unemployment,CRB_Change,Fed_Assets_Change,PCE_Change,SP500_Change,USD_Index_Change,CRB_MA_3,CRB_MA_6,CRB_MA_12,CRB_Lag_1,CRB_Lag_2,CRB_Lag_3,CRB_Lag_6
178,-0.6440722281912773,0.37716783058069264,1.022291669156607,0.6798404751391868,0.9128201875251297,-1.9349902421512215,0.352518715684036,0.2464567646381739,0.4087076357631603,1.761468706862198,-1.030377276509229,-1.5716998062621983,-0.4569484557245494,0.6465522632604117,-1.0371705685024801,-0.45989126877686176,-0.8473731174365187
179,-0.6440722281912773,0.08334204835158568,1.0256381277028086,0.10529978041191362,0.9128201875251297,-1.3351915494261883,-1.0357560473203737,1.4521404931060793,1.974408318097916,1.4281668107245504,-1.139642720181754,-1.4729766759716207,-0.9333017011110403,-1.8974764757312952,0.6353841395699252,-1.0106840461531807,-1.4921077274151193
180,-0.6440722281912773,0.12893050067273573,1.038714819008705,0.06076162160463889,0.8592986717928092,-0.41328905848290576,-0.22661527682906396,1.2583298721778993,-0.007479875210283448,2.1983057739861747,-1.5849277038626184,-1.273385013035987,-0.923465840578008,-1.2944839375705817,-1.8791658473534036,0.6255310547344864,-0.9474715694880417
181,-0.5839232636173413,0.23332911705753362,1.0483585405139626,-0.03185017424115049,0.8592986717928092,-0.3600813556076314,2.240049580198999,0.8543856419090924,-0.355644657222911,-0.07137375058532477,-0.8897982019997411,-1.2269583788812264,-1.2601446872139384,-0.3676724428255993,-1.2831604423406306,-1.834385288021535,-0.3914567915871075
183,-0.5552618416665311,0.11112359385595787,0.9675065763388031,-0.36076890067837125,0.8592986717928092,-1.3255435270609692,0.4913299831881569,-0.0039490157838788995,1.3678151452332616,0.20813804128084032,-0.4236834652262475,-1.2847553583914482,-1.5745607918910745,0.6842967529650691,-0.31421710677164083,-0.3551606691792637,0.6712996512328747
184,-0.8317519572700633,0.16196718810366784,0.8944851682605713,-0.475780776894122,0.96570071160571,-1.425918303111553,0.5173743964192262,0.1930127019371741,0.09864928645782822,-0.8750887301580804,-0.8941200172806791,-1.1379077029820348,-1.6510539934766957,-1.2847845408149738,0.6726912676847163,-0.303438199058411,-1.737248510559927
185,-1.2908726520402654,0.04487507769247584,0.9535102422705346,-0.690496598765322,0.96570071160571,-1.0365076038644752,1.7063676602858562,0.04480603376320583,-0.41551835910105483,-2.6752829970601177,-1.6310510378826,-1.051748883863245,-1.5359363524190972,-1.3856937987246132,-1.2735734366550562,0.6620276106304205,-1.166367943409818
186,-1.5054438174865399,-0.015159406009920051,0.9561713023361823,-0.635012339138399,0.8051204339673256,-1.4117259122439851,0.11571289817341107,0.5169397818784055,-0.6319159553640297,-1.4366716511129196,-1.6690900120692926,-1.3397594768763885,-1.5909908273847535,-0.99420954113291,-1.3733134157158642,-1.2419505876286396,-0.2889131852213559
187,-1.2847857309470578,-0.07484984775656865,0.9639231216464258,-0.45505186701368905,0.8051204339673256,-1.2670553232868171,1.927216900622939,-0.38181942847445627,-1.3201208925930032,0.7229459239278251,-1.5989714515775932,-1.6013865485282075,-1.724986421862022,-1.3714258353302233,-0.9863654541145879,-1.3395235155058955,-0.23827078809276442
189,-0.866743510463895,0.07642295332933265,0.9756422480156887,-0.5369969054781211,0.7502691573500102,0.7678475596345518,1.798478181586229,0.2960706759127127,1.7011941623747393,-1.1732861861686634,-0.2751458513879905,-1.2426829982825907,-1.5376254885072431,-0.1701140514154524,-1.215455127959669,-1.3257272891528809,-1.1571850816487996
190,-0.8520833475190575,0.23411372941912081,1.0318607264614075,-0.27774989975594433,0.7502691573500102,0.14752569824014514,0.4691765120270562,0.543292002690338,1.0956167796283636,-1.0824071106502706,0.34921852247542495,-0.788804980664145,-1.163580739289548,0.8197535651195532,-0.17181911227023075,-1.1850950158099827,-1.2527204833999863
191,-0.896989865185379,0.33748516589114624,0.9650034434147922,-0.1174665710850655,0.5815045011213721,-0.32810907560965213,0.6907566677731128,1.2356764356640038,-0.19709063822033293,-0.9340637098460713,0.30007906762371384,-0.5844592782356444,-0.9826966922318098,0.19612857524271154,0.8065784836627604,-0.16413408672366536,-0.8820844624535303
192,-1.314748730307212,-0.10260546532970237,0.9489536875865164,-0.3906287461214524,0.8592986717928092,-1.3658141788470164,2.642253476358744,-1.3186130532234028,1.895810600297028,-2.3567498986029842,-0.641671426063352,-0.5712155107283539,-1.1537815866423617,-0.282038888274363,0.1901797040006313,0.7930058581829668,-1.2392123510116295
193,-1.443499285941808,-0.6959705327923634,0.8937658814315538,-0.6265554703657062,0.8592986717928092,-2.6609284694957553,-0.8461011784468001,-2.5355787662330274,1.3297522617804243,-1.4898078857615829,-1.8812601815166945,-0.9732942500221639,-1.5670412237046378,-1.3252696282757879,-0.2824470280427211,0.1899995788761109,-1.101516772685869
194,-1.637969000953258,-1.0166756468817435,0.8188159170854922,-0.5347968409830798,0.8051204339673256,-1.0311033095826905,2.1999381433721306,-2.4511356626727667,-0.6971235355301078,-0.0133126695024134,-2.1915460881170614,-1.2081960200550694,-1.8659535012204262,-2.627280224161673,-1.3135894060444302,-0.27235838903978526,-0.10187563600473783
195,-1.7758892589340103,-0.9653879558932619,0.7874113287540274,-0.5290364420987107,0.8592986717928092,0.3888755783110326,-1.7265049660418004,-0.3038059416527204,1.252099505343291,-1.3551949519219972,-1.4170653373644961,-1.3175148464437352,-1.558023342374976,-0.9887764697283432,-2.600513046756321,-1.2810971297868994,0.8352772316820222
196,-1.8569054247948564,-0.9152257676667409,0.80427114669184,-0.6217441778382777,0.8592986717928092,0.278597812233284,1.8659128698754135,0.7508652403741958,0.15846535678339094,0.3802571855196166,-0.11962428703451075,-1.2797055877645842,-1.2518718788803618,0.4387636101867521,-0.9809953380384929,-2.5400597720605864,0.24486298046124688
197,-2.196341057272037,-0.969814494287997,0.7384513065311039,-0.31169692713182573,0.7502691573500102,0.8687429176739583,1.1134616251988254,-1.177543126807343,-2.0455451797113366,-1.7883781930598146,0.7189252778659402,-0.9344598658783382,-0.909666117232363,0.3278986301918736,0.4300032227347361,-0.9557293352923615,-0.2078399892935814
200,-1.2574087643356422,-1.0291482935358807,0.6055248567500838,-0.25998773795059793,0.7502691573500102,2.4287072973895594,-1.3472424636544942,-0.3250310352246873,1.388353675946934,-0.3009278782412054,0.22767264897799194,0.6466159968391749,-0.31357427786127046,0.906432054351489,-2.7978848866514707,0.8910848365925195,-0.876940725693094
201,-1.3240004656373097,-1.1895179484782838,0.6383901950287445,-0.24749280507364688,0.6947279094858453,1.124302272412755,0.9663811242895892,-0.3268063915339552,0.3815420866745078,0.8404491666461728,1.9860586597729306,0.8587582845442501,-0.24955075176834068,2.489457152247814,0.8922525920657506,-2.733143312687256,0.47457664620883583
202,-1.581745439545468,-1.244706543852956,0.8625408475442239,-0.25742027187889627,0.5237851042439065,0.09654956436809842,0.9112052754070304,-0.5545622669412145,-1.125257397334807,-0.7419556105307685,1.6517074587409706,0.8062443737975195,-0.25870667458287344,1.178106350153068,2.4569344992332627,0.8768185246670521,0.369615707803835
204,-1.0285517745190476,-0.8318260158446887,0.655127740101377,0.05132816580468902,0.5237851042439065,-0.9913600127441105,-0.06281623888436583,0.6280888638671148,0.8492274055618256,-0.8694846744059841,-0.16155659435980882,1.2203685980356571,-0.05417526932335941,0.4863171839545627,0.13952595686363534,1.13951054143016,-2.6172385941982514
205,-0.8262513314986013,-0.30536401704352145,0.6613074898005992,0.28963324878233226,0.5237851042439065,0.04133871044484405,-0.715108286230215,0.15229892341827989,0.5302888753692003,-0.35588088070602014,-0.18592542846380872,0.985927792692159,0.4311842086214463,-0.9488215453074653,0.4770057728487722,0.14044638603758386,0.9173397149813654
211,-0.4211116678269014,0.5073950786564887,0.8554009502644913,1.1488003578022508,0.09713211486231639,0.5744282516329197,-1.237112550618887,0.5535031101498256,-1.000448362726787,-1.4072560694213099,0.48835998536199127,1.9685833515296636,1.8757369135880118,-0.19157794082393204,0.716840869185947,0.5204648543509885,0.14379559143255258
214,0.09177837530818658,0.5411267663853037,0.7724789466319979,1.3272040777602083,-0.032744041829538606,0.3608538674399449,-1.3610428786677828,-0.2918831962088559,1.9373582334078907,-1.8033567584188293,-0.08972699448223384,0.2884945419314522,1.1670864533687786,-0.5763992565857554,0.007976488913967527,0.6049856310673298,0.568427452125197
216,0.6593915779834959,0.315957686118826,0.7359397979929128,1.1916761374140898,-0.032744041829538606,-0.47700890594113693,0.13471117643547859,-0.4936643212387321,0.9974044164371175,1.2605056641116255,0.4795575811461573,0.34434973452324963,1.3805059768584365,1.1637800012104695,0.40215872867457686,-0.5569864160627286,-0.12219648010031471
217,0.8112653823314063,0.25738008980633914,0.7407513008417647,1.2165043628021244,-0.032744041829538606,-0.19637014409494377,0.15350973674027507,0.5862498529954439,-1.2783138063535124,-0.8670537215890977,0.23361138522724786,0.12200407269105434,1.3378106259328384,-0.43173158969617514,1.1466185378944407,0.3973729338814494,0.6511832588390817
218,0.6031540897612683,0.34849663222589183,0.7965337776374465,1.200071456169835,-0.23501471902347143,0.753143518223274,-0.6985694746193074,1.380119802877796,0.016621564779755592,-0.4743273501182526,0.07608006269288137,0.3495946208995497,1.211830982888432,-0.14959846509216188,-0.4304051759337393,1.1256578599113614,0.07034061222363217
219,0.41634605712556305,0.3424770876414849,0.8214647511788988,0.9593482714536897,-0.09914335301241238,1.2774025924308692,-1.1896727901425321,0.2948343524339516,-0.17257956598506108,0.423881186326257,0.850437996250762,0.8971848113978043,0.7971088766452044,0.8049712267127717,-0.15154124884428508,-0.4171018492747341,-0.4865243898015929
220,0.12428449653701933,0.33251523688668727,0.8987186271423209,0.888782068754693,-0.23501471902347143,2.6018056238299447,-1.4236689853437594,1.0436331037507884,1.0409630968555923,1.8476964447477728,2.0854900962812906,1.543613117645177,1.1768669488350505,1.332021908290608,0.7919674345508698,-0.1442968005702526,0.4479059475417141
223,0.15357039196549838,0.45748280025340254,0.9983735812333273,0.42270850574291424,-0.23501471902347143,-0.9270657816487575,-0.013425588518390293,1.3875574390464045,0.9341799764914607,-0.17284886028433594,-0.5716925462650685,1.0173082454520546,0.7454945747536269,-0.48390753206188625,0.11127939837988518,2.575771060443239,-0.08245259373728014
225,0.5334528623337494,0.4922751368452133,1.027399625996253,0.10118754233209762,-0.3045511322816466,-0.22530951661938362,-1.6236058489677472,-0.031357119618900475,-0.8407244201043533,-2.073341181610658,-0.6059982048673653,0.27623466120282425,0.766731559634412,-0.26705022551508095,-0.877615771319068,-0.46755271539780247,1.3202650611741913
226,0.6403558264452138,0.5863471851805175,1.0770325334838757,0.07476876664854061,-0.3045511322816466,1.4283169764871833,-1.5113176124187075,0.4136683122564922,0.17596766121692242,-0.09934422194957084,0.43361497996440984,-0.06227163485609208,0.9584606903356537,-0.17869193578982168,-0.2676320453470898,-0.8545958971015765,2.5808145803226727
227,0.8349344223450235,0.6266609218609207,1.1287814254717214,0.1649974259432721,-0.23501471902347143,0.4945403126830052,0.48969890015952017,1.5297662646258485,1.8844717950519057,2.1039422647932944,0.7901333721210971,0.06073327662661844,0.8479074708329027,1.4837398906583936,-0.1802976010195162,-0.2578652915709926,0.16928874767367147
228,0.6788261255970035,0.7200159260461587,1.1580942555655611,-0.10106046022950485,-0.3752001752509494,0.336364337901332,1.5351936608472996,0.5278244288912107,-1.1451148185024194,0.48754236855705124,1.0380436290498436,0.3103311749731692,0.9939990253380097,0.5449909947173189,1.462870914880615,-0.17242836329191888,-0.39895825123222134
229,0.8425826963930697,0.859447430714209,1.220304889511058,-0.09051051281933255,-0.5199826865373455,0.31838901835715094,0.5931137276744908,0.7480515758028713,0.36121815122215256,0.6511785912104704,0.548146292619229,0.6695969354161468,1.0864559223501498,0.38597275465361325,0.5349997050025046,1.4350390194148128,-0.7779191645056531
230,0.8433721643849524,0.9397557792813951,1.217424130284984,-0.2664738199452727,-0.3752001752509494,-0.6698639099158148,0.546293271873359,2.3777793437436343,1.2478784509947949,0.25361331652383273,0.03420435341375356,0.5667130718589865,0.8308667831413649,0.3679017190083846,0.3778240774853245,0.5273276734396648,-0.19364953791098058
234,0.4309630185060849,0.7056429426078499,1.1101800798823305,-0.5868169800718879,-0.3752001752509494,-0.7916557981747935,-1.1275823168098735,-1.2509914921066383,0.20106904269928602,0.7326077820616549,-0.6571292505661697,-0.5847832613485465,-0.13479267762171374,-0.25616874724800415,-0.44071820019951924,-0.3194209363236823,0.4245971329647343
236,0.6817878160050873,0.6859427232843732,1.088028105593318,-0.7449374010946501,-0.3045511322816466,-0.20617456969168796,2.19679609844304,0.8498423365929286,-1.0310069166837734,-1.7139042411372176,-0.5794623997944929,-0.660453634466083,-0.022271772284079838,-0.36197753688072815,-0.7430621568780129,-0.2473435840870057,-0.5331177799946597
237,0.9085371723216812,0.7244843318603029,1.053016070579153,-0.722306034899666,-0.23501471902347143,-1.151630749769329,1.5466357648899989,-0.10900356423531064,0.23209390647148323,-0.5476971800308972,-0.7383472793726342,-0.8840423663450054,-0.18865013541127038,-0.15945509790496276,-0.3614593932440166,-0.7229657299298247,-0.25391977248772046
238,0.8085711867029555,0.7157242742214273,1.045060455275533,-0.6909526584471347,-0.23501471902347143,-1.648962600396744,1.76997645689997,0.2906925766854548,0.37971431347151335,-1.8413480965639426,-1.2862461897762913,-1.2191120432621751,-0.7413663212916862,-1.1099457019351768,-0.16128366862542315,-0.34965405206070105,-0.3594391791070514
239,0.8876380891885507,1.032820420164849,1.0064508138162398,-0.9139881402492237,-0.23501471902347143,-0.40345679665641065,0.7382138417942523,2.884050238965996,-2.3523942625422682,-1.1849943404170853,-1.373322145298618,-1.2482699731126106,-0.9026573333057181,-1.6099257761756318,-1.1007605303853223,-0.15382754673248503,-0.1833475456118906
240,0.7946805110775259,1.0698089422525092,1.005031131834086,-0.5449873041864666,-0.3045511322816466,0.1722272772524571,-1.1500126777069322,1.127157831505095,-0.010201601059695413,-0.47637009190753404,-0.7890008688592681,-0.9702268148463741,-0.932138310856459,-0.3577878255589576,-1.5949471210767252,-1.072892388514364,-0.6490377096091823
241,0.7871927501082149,1.0551346133356723,1.0102093711079965,-0.4847133289197049,-0.3752001752509494,1.0143750647550989,1.8003865589433021,0.776655169696315,0.4656500507324306,1.1835453571905123,0.38653671321176786,-0.5600347395845229,-0.8071308998039357,0.2209616867614118,-0.3573182299041928,-1.5563417838871234,-0.2835215577468413
242,0.5005825174894952,0.7566174087415111,1.0081003859970359,-0.5370256052590239,-0.23501471902347143,1.3471944007365135,-0.04341985159577128,-0.15268420774429717,-1.0828329741739988,-0.3161178729802137,1.1592349341546662,-0.11194759550930992,-0.4448431231141543,1.0675937952535908,0.21472506360587001,-0.3456028638041022,-0.09178431805268522
243,0.24007677720286655,0.5600191767639454,0.9910886745656642,-0.30263623973469017,-0.23501471902347143,0.6920380144860058,0.5946470105023569,-0.07068164486900053,2.516505377366915,-0.9633852091591305,1.3886677489184114,0.4198798626947256,-0.2529167875767819,1.4021853483638909,1.0515468827578187,0.21401164129115455,-0.991657170135967
244,-0.0037481415230890937,0.7350583339167576,1.0120099827361644,-0.2075863898303995,-0.3752001752509494,-0.0370202543794194,0.19628088236641064,1.1342034357422013,-0.5378043227177375,0.31717612313810245,0.924605408109015,0.8848631705830603,-0.17202543616900548,0.7435403445834307,1.3822613800443624,1.0326518272535699,-1.4650111343770138
245,-0.28557511213717923,0.8177522111552669,1.0135158969832543,0.01752054714881521,-0.16655643322401772,-0.06152978337306035,0.4737190430778196,0.051530903057522164,-0.42689184173504724,-1.742067316772425,0.30282611107844165,0.9834959499040409,-0.12876658472660682,0.010599940840748528,0.7312483783989155,1.3561808884741435,-0.27955496674579294
247,-0.064928238578051,1.5846844493074268,1.0220437548587478,-0.0534716237473212,0.09713211486231639,-0.34956580140436544,0.872307330794574,2.089594353968033,-1.8185038133974314,-0.36466623710488033,-0.5460138510921514,0.27539650046500763,-0.14113513495247845,-0.8756509102053575,-0.01755365470833596,0.010605017478397233,1.0699188933734025
248,0.0682036443628526,1.703769824797735,0.9990998933737796,-0.19036605282150346,0.09713211486231639,-0.7520921396706912,2.197913809732774,1.8576558129521954,-0.47155436839892845,-1.7620458784792525,-0.8508126053819542,-0.33016684500808713,-0.23918845430328015,-0.30360986817895563,-0.8691806128903956,-0.013220355776700811,1.3866919933953041
249,0.21310585907144586,1.5991767091793017,0.9485012902493111,-0.6306810364747407,0.28505285747192655,-1.5964290112535702,0.14149917311777224,-0.6157773806917218,1.5459457472459999,-0.9398720996607219,-1.1500013256914894,-0.9903014771497815,-0.3190795374601625,-0.7082796037614247,-0.3037680557519107,-0.8463440094157739,0.7631226960774674
250,0.49203320765220787,1.6329950959125294,0.8745498167122212,-0.9757090545844453,0.3459568711374588,-0.507041585984239,0.18396275399286294,-0.7989900569677806,0.482991286670599,0.7353871218484108,-1.2195076092776562,-1.1258845357422134,-0.11397687717412833,-1.5571124529050915,-0.7037487095555554,-0.2932161746391727,0.06921455145573105
251,0.5152752600473147,1.2878062465759617,0.8294926777253439,-0.9242384083606965,0.4060322330251538,-0.5518373790035971,1.2638637005501325,0.7943656489062287,0.9883322752831537,0.26523552776855513,-1.1311196439689508,-1.2673194004955042,-0.14062780293001886,-0.46192418962446596,-1.5427457684332213,-0.6845064461368953,0.045886701658488876
252,0.798067877693835,1.0978277516094739,0.687142720156272,-1.3648929869109299,0.5237851042439065,-0.5460137046174013,-1.6801566991328902,-1.0373460838756061,1.7683961260822543,-1.002843447415094,-0.6674898587223668,-1.1598492513002616,-0.2696324663425324,-0.5069585140724647,-0.4602479212578173,-1.5052746103771457,-0.7698395934358937
254,0.8077027794573647,0.8124445773766774,0.6333937932507571,-1.5135770509245046,0.5815045011213721,-0.05143955905905123,0.2138884861173316,-0.31221966322539446,-0.25825422209317556,2.4675343067268476,-0.18204493364895397,-0.8302475444745367,-0.6864413957658326,0.14071036426683528,-0.49897356976604446,-0.48984157027405306,-0.6113815358307086
255,0.9257524403184177,0.9401686103214659,0.5970651246633745,-1.3262042905501805,0.6947279094858453,-1.171801134680521,-0.05437188551402127,0.9801372825921331,0.8993012779692423,0.49487084130180514,-0.4582534865681749,-0.7077587500344819,-1.0212091800648087,-0.0038961446505044496,0.13540364760280368,-0.4841804571615463,-1.4150103499000886
256,0.9942738843528443,0.7477041116912465,0.6071299809116656,-1.2017208647531268,0.6947279094858453,-1.0211998644199243,-2.7282698279732363,-0.3812743325912325,-1.718840488998265,1.9954166332680427,-0.9497719697617295,-0.8560736185382384,-1.197979599096313,-1.1302234913681957,-0.007527243677630924,0.1364136422172784,-0.3781456172370977
257,0.7459092074422616,0.5613910573359308,0.6096675240289494,-1.0831572509323621,0.6384791107852553,-0.9671818690440124,-0.1320220451284387,-0.44583828958838356,1.0895088713322094,-0.041216420883632525,-1.3539601111923405,-0.975884513369157,-1.3606455363374041,-0.9788202900839681,-1.1208033523755487,-0.0034117886446557236,-0.42078166835725833
258,0.5983603140718282,0.2386127365520218,0.5723160003008244,-1.1767367877198287,0.6947279094858453,0.07949016546876923,-1.134008699506636,-0.024981502549514197,0.326182537537624,-1.037659208094155,-0.8016681623754947,-0.7954507284213069,-1.1813807576197701,-0.92451465632193,-0.9711545249176112,-1.0924997399788834,-0.4152387710872019
259,0.6932770570963295,0.009675986032215684,0.5314299717173456,-0.9611981511297026,0.6947279094858453,-0.217587824483132,1.0265669217072928,0.590434413623458,-0.8483786106574767,-1.4198023934013038,-0.4469718102339755,-0.8848705752399976,-1.1576759358115472,0.127730762629046,-0.9174781538242887,-0.9461023335831277,0.19239602986040796
260,0.8187011427166639,-0.3013062730907949,0.4817516854838749,-0.8220119640069455,0.7502691573500102,0.13412238110070335,-0.216605284744316,-0.28250749998183877,0.09035152653388978,-0.3467021653412548,0.03911921467775492,-0.8313430995416002,-0.9985012175077245,-0.17092912670636054,0.12257444617581487,-0.893592189358929,0.05549044546273564
261,0.8447274924840574,-0.17752042941973714,0.403960084024558,-0.5142463020490767,0.7502691573500102,-0.6450054722226917,0.09537226808279027,-0.09721656524913652,-1.5987993524259436,-1.7119921194220862,-0.2806569298556411,-0.6793828322801336,-0.8276141802686541,0.18265388728538035,-0.17262474293417793,0.12386318093439398,-1.010855079230137
263,0.6030979320905567,-0.4012304076898268,0.23902032406858187,-0.5007843076448876,0.9128201875251297,-0.6120887483939691,-1.5420987534151667,-0.5643618723551357,-0.8712707697803387,0.1830112422215062,-0.675579721801607,-0.38798886994658777,-0.8131261234899045,-0.3202593696168864,-0.59733928689769,0.1769704001519295,-0.8161011328924118
264,0.21367481420798262,-0.3181058292405043,0.20426131718676055,-0.10081620799907796,0.96570071160571,-0.3152857570729708,-0.6808837618074994,0.09036574457074072,0.020859308272299718,1.444269946362941,-0.5300488258210719,-0.5018665249332348,-0.7716846268833764,-0.567530713707142,-0.3202246322761294,-0.5804089817076478,0.18010764837070414
265,0.0066244760628348665,-0.10747978579752947,0.2216132187215197,0.29433138593076014,0.96570071160571,0.4662905027280547,-0.3919522599168859,0.02492480138778702,-0.9297696704084778,1.5675865672158187,-0.1626383364414663,-0.3045939564909012,-0.7045296075068522,-0.2691472873324757,-0.5646307372539762,-0.3093151990166011,-0.10264730499713198
266,-0.10403261892250464,-0.11150210172507084,0.14231888120902073,0.4388898153459414,0.96570071160571,0.8083554882856286,0.02013090571373823,0.1803996115322315,0.575791424191081,-0.3561707404513766,0.4643139292442572,-0.11010366269021511,-0.5501001423464468,0.5165907584148658,-0.2697048076098295,-0.5484110909379896,0.23210587814831288
267,0.12152125333512509,-0.2019197824815976,0.14287007046368014,0.24858383380744062,1.069598940188916,0.48394195697922726,-0.13319494688848862,-0.5799193577823848,-0.2395572877792165,-0.9307341752721627,0.8170751381567283,0.2155542067486821,-0.25270889674934816,0.8604771929120258,0.5069285544182321,-0.25989301891436506,-0.5094578434512144
268,-0.10972351247895637,-0.20696961903060046,0.12973018506253892,0.03770679666262081,1.1711084908749452,0.3418452323318252,2.11013713948636,-0.3349971412669854,-0.7943364643514746,-1.5549687240394712,0.7621477835911105,0.41977697271235637,-0.007889708815015712,0.5343362042290027,0.8468302293146662,0.49986642492946665,-0.24402506404114732
269,-0.3823100136382953,-0.1260990045923162,-0.002472744861791845,0.21493751581021472,1.120645416066494,-0.2286598535125213,0.20269835136886508,0.5136376243732248,0.9234152049288609,-2.395313995251133,0.3044324426418565,0.5303814470736423,0.1247576706039911,0.39148283409213086,0.5244683761411472,0.8323830538913456,-0.4781281353408312
270,-0.37838068387537294,-0.1729188008296875,-0.010331160928267436,0.05353041648006253,1.069598940188916,-0.5761519722258504,0.8811447415504106,-0.5758910250631906,-0.995343094440524,-1.047625280649973,-0.1634692697889154,0.4551315872149497,0.006996507669291153,-0.18206011276551354,0.38327030927025413,0.5170251588300074,-0.1956349220806004
271,-0.41657087102681634,-0.2194651953795122,0.0164720172756808,-0.08661980220070029,1.069598940188916,0.2133543703397992,0.016229377616980824,-0.41108514917125744,0.006955850086395148,0.6127416430892755,-0.22018225785673443,0.38216925092981013,0.0843988756720896,-0.5314025791550693,-0.1836267494840647,0.37889490329022846,0.5482591608476809
274,0.3276623571333364,-0.23422118649064214,-0.10469021851158719,0.45269707556603367,0.96570071160571,-0.2553417218895386,-0.8265726726120343,-0.34821662959414296,0.037299914408837974,0.4044878951941891,-0.9502436362002326,-0.736960945874005,-0.1613998938507235,-0.7958639259528245,-1.1000889569133727,0.2539907181619226,0.4298137767469244
275,0.19877439226464472,-0.0712027599867811,-0.04704242908604062,0.7158947694081125,0.9128201875251297,0.15670175439349032,2.265021927602165,0.03065168239864241,-0.05540628983653225,1.2570195285177963,-0.37307328179335586,-0.6257989582135736,-0.023315932408373385,-0.2088840584170647,-0.7903181546430194,-1.0722354063236734,-0.11318551771494108
276,0.2617755519199767,-0.07520202697150685,-0.06538767004215393,0.6510986390305188,0.8051204339673256,-0.07030032888440338,-0.926559976185791,-0.4816815857010551,0.0486787809317009,0.9195208903121861,-0.03369264897442692,-0.479880234133396,0.020686378100501435,0.20535349263136513,-0.21013987457323846,-0.7691949963193998,-0.4439239808315997
277,0.5000771316500047,-0.20429811084262547,-0.05338026364807712,0.3835016325915139,0.7502691573500102,-0.13720180030871953,1.3104655268044725,-0.18141068209078728,0.2973724680833474,-0.04927727361782558,0.018451665874685545,-0.5810021931361803,-0.08770805133266658,-0.022857345477708964,0.19929772831516845,-0.20162225357111635,0.30751785136843823
278,0.6229213274779858,-0.12651771853575203,-0.11817228065202297,0.244778326690704,0.8051204339673256,-0.4018480107381676,1.0562480213532461,0.16016642265731304,-1.0383148403960483,-1.9341601106629749,-0.2280796879826858,-0.364913695214909,-0.3050750618390365,-0.09011505802382234,-0.02626873293887042,0.19891949581616758,-0.9910139071029056
279,0.8027112931907818,-0.08971905068659916,-0.10214542938365284,0.04706628943423791,0.8051204339673256,-0.5391802289717743,0.8707387192920555,0.39632910708405844,0.41909571265186674,-0.236217954062704,-0.43503277216812364,-0.27836591948352596,-0.4888400328726714,-0.35617047307725874,-0.09274710152457753,-0.021746081444982236,-0.6943016125510574
280,0.7030891603000063,-0.21653627041998674,-0.05309650447352824,0.09497495204489965,0.7502691573500102,-0.509032724716278,-2.3018592210438094,-1.130550456470714,-0.2458773702007774,0.8734047760471676,-0.5991506125518286,-0.35154600682805087,-0.6416678820554781,-0.49423396645984,-0.35571961837934096,-0.08678007407752786,-0.13858097178385997
281,0.36727443842614305,-0.302215181660634,-0.04491090435782716,-0.08640796735357081,0.6947279094858453,0.43889010526676947,0.1203489286344352,-0.4298909771883518,-0.4300373467332175,1.880956199424199,-0.228067642121545,-0.2701455317051018,-0.5217679321540344,-0.4639259308960374,-0.49218331085215256,-0.3440389853224051,0.2535966309419164
282,0.3882393054816312,-0.30565974650715855,-0.05963823901320592,0.03901838432068712,0.6384791107852553,0.040364109290669054,0.9104123407671203,-0.37158943267791567,0.7737880700084148,-0.06295619276606605,0.027730246001345393,-0.2382231018146123,-0.41103427647013835,0.4890444576106273,-0.4622264674947788,-0.4775377302479068,0.03753901091414327
283,0.45023310205499273,-0.34933401223592603,-0.036631870287568466,0.09256255136062261,0.5815045011213721,-0.1816445086596987,0.4840864415140788,-0.7394425868511025,-0.5711590451499295,-1.4307088633964982,0.17223207051174202,-0.2510431121528311,-0.48198079542397265,0.0883963655901599,0.4797014444153252,-0.4482317594239381,-0.026136936388061357
284,0.35385024578682095,-0.3559798702464991,-0.08161887129516926,0.11030514438637866,0.6384791107852553,0.42486915628404603,-1.1048671644730783,0.4255956079060348,0.31843555831297976,0.7206410397607989,0.1660435377240482,-0.012567037645678644,-0.1989439632535695,-0.13479441767620928,0.0836958336649479,0.4732308785253502,-0.27802374530671803
285,0.19434974896283003,-0.36037926551567145,-0.06821507475479718,0.13355525988601946,0.5237851042439065,0.8789226078213656,-0.4603049714825608,-0.26688441096722615,-0.6596542696019974,1.4543058845965104,0.536164473828368,0.39650103455125235,0.10965364439031802,0.47494884900550804,-0.13690874227482322,0.08582928429423287,-0.4087347581583668
286,0.04434896582008994,-0.3226647102470317,-0.08212909968409621,0.25423925494224736,0.4653011898361371,0.8449696241239758,-0.5423375132411418,-1.1916284220104942,0.03679626625479094,0.21563247659076262,0.9892889541235356,0.7870785838090526,0.30728271099120275,0.9314200726409276,0.465769167672364,-0.12998221456763137,-0.3800407570938664
287,0.024767925412110356,-0.5270799068551633,-0.04101337225819421,0.2303929971054956,0.5237851042439065,0.4688848417265362,0.6671999246666215,-1.1324115254421179,0.7153160673677588,0.5180304787123253,1.0087164916510818,0.7957309104960217,0.3633545241027751,0.8972862939812865,0.9169510634705395,0.4596013084511662,0.522179820174613
